,0
0,0.10427182167768478
1,0.1043592169880867
2,0.10419338196516037
3,0.10425613075494766
4,0.10436148196458817
5,0.10421261191368103
6,0.10382618755102158
7,0.10436252504587173
8,0.10436252504587173
9,0.10436252504587173
10,0.10436252504587173
11,0.10436252504587173
12,0.10436252504587173
13,0.10436252504587173
14,0.10436252504587173
15,0.10436252504587173
16,0.10436252504587173
17,0.10436252504587173
18,0.10436252504587173
19,0.10436252504587173
20,0.10436252504587173
21,0.10436252504587173
22,0.10436252504587173
23,0.10436252504587173
24,0.10436252504587173
25,0.10436252504587173
26,0.10436252504587173
27,0.10436252504587173
28,0.10436252504587173
29,0.10436252504587173
30,0.10436252504587173
31,0.10436252504587173
32,0.10436252504587173
33,0.10436252504587173
34,0.10436252504587173
35,0.10436252504587173
36,0.10436252504587173
37,0.10436252504587173
38,0.10436252504587173
39,0.10436252504587173
40,0.10436252504587173
41,0.10436252504587173
42,0.10436252504587173
43,0.10436252504587173
44,0.10436252504587173
45,0.10436252504587173
46,0.10436252504587173
47,0.10436252504587173
48,0.10436252504587173
49,0.10436252504587173
50,0.10436252504587173
51,0.10436252504587173
52,0.10436252504587173
53,0.10436252504587173
54,0.10436252504587173
55,0.10436252504587173
56,0.10436252504587173
57,0.10436252504587173
58,0.10436252504587173
59,0.10436252504587173
60,0.10436252504587173
61,0.10436252504587173
62,0.10436252504587173
63,0.10436252504587173
64,0.10436252504587173
65,0.10436252504587173
66,0.10436252504587173
67,0.10436252504587173
68,0.10436252504587173
69,0.10436252504587173
70,0.10436252504587173
71,0.10436252504587173
72,0.10436252504587173
73,0.10436252504587173
74,0.10436252504587173
75,0.10436252504587173
76,0.10436252504587173
77,0.10436252504587173
78,0.10436252504587173
79,0.10436252504587173
80,0.10436252504587173
81,0.10436252504587173
82,0.10436252504587173
83,0.10436252504587173
84,0.10436252504587173
85,0.10436252504587173
86,0.10436252504587173
87,0.10436252504587173
88,0.10436252504587173
89,0.10436252504587173
90,0.10436252504587173
91,0.10436252504587173
92,0.10436252504587173
93,0.10436252504587173
94,0.10436252504587173
95,0.10436252504587173
96,0.10436252504587173
97,0.10436252504587173
98,0.10436252504587173
99,0.10436252504587173
100,0.10436252504587173
101,0.10436252504587173
102,0.10436252504587173
103,0.10436252504587173
104,0.10436252504587173
105,0.10436252504587173
106,0.10436252504587173
107,0.10436252504587173
108,0.10436252504587173
109,0.10436252504587173
110,0.10436252504587173
111,0.10436252504587173
112,0.10436252504587173
113,0.10436252504587173
114,0.10436252504587173
115,0.10384643077850342
116,0.10393767058849335
117,0.10430765897035599
118,0.10428466647863388
119,0.10398680716753006
120,0.10389389097690582
121,0.10393461585044861
122,0.10376901179552078
123,0.10369664430618286
124,0.10408014804124832
125,0.10395727306604385
126,0.1042320504784584
127,0.10434229671955109
128,0.10421611368656158
129,0.10377289354801178
130,0.10409490764141083
131,0.1043623834848404
132,0.10370757430791855
133,0.10426406562328339
134,0.10411663353443146
135,0.10435804724693298
136,0.10382930934429169
137,0.10433190315961838
138,0.10420369356870651
139,0.10419042408466339
140,0.10419042408466339
141,0.1041703149676323
142,0.1041703149676323
143,0.1041703149676323
144,0.10386918485164642
145,0.10386918485164642
146,0.10419666767120361
147,0.10419666767120361
148,0.10433479398488998
149,0.10435452312231064
150,0.10413753241300583
151,0.10397127270698547
152,0.10425285995006561
153,0.10369472205638885
154,0.10429469496011734
155,0.10426695644855499
156,0.10413449257612228
157,0.10393181443214417
158,0.10434234887361526
159,0.10393893718719482
160,0.10411916673183441
161,0.10436195880174637
162,0.10436074435710907
163,0.10412362217903137
164,0.10386179387569427
